noise,zero_diff,explained_variance,opt_mean_diff,opt_std_diff
0.0,0.036156097665337485,1.0,0.027566515429461664,0.00046881294592538705
0.0,0.08084800874686517,1.0,0.02807271044439947,0.0005339789534177953
0.0,0.23409144939840196,1.0,0.028686342380744058,0.002499293924127113
0.0,0.021815951986216487,1.0,0.018032974988765233,0.00016090928715632486
0.0,0.23379801245869952,1.0,0.03144095746439314,0.0016822925174336501
0.0,0.006376485900159925,1.0,0.006376485900159925,0.0
0.0,0.060959673500221745,1.0,0.031788689895407465,0.0007356659208401157
0.0,0.16830060239061834,1.0,0.05055501056552843,0.001011213561842883
0.0,0.10591710296384543,1.0,0.026275343356116632,0.0008255646854527208
0.0,0.24576006033905157,1.0,0.03382088916213935,0.001956169331372141
0.0,0.22254392980567256,1.0,0.03428851506873119,0.0026317741631356954
0.0,0.24241260064997916,1.0,0.03891931734039256,0.0017248113834756355
0.0,0.020193976215913425,1.0,0.018202613903162253,7.739114573247773e-05
0.0,0.2549360175328101,1.0,0.032190642547860596,0.004080012269090641
0.0,0.22326509778104464,1.0,0.03516871930917668,0.0013990004934349319
0.0,0.0007570087325915979,1.0,0.0007570087325915978,1.0842021724855044e-19
0.0,0.24189242452724427,1.0,0.029280364491516976,0.003517128772998414
0.0,0.11755995978737582,1.0,0.03853260137230754,0.0026799447080264618
0.0,0.014516498756530185,1.0,0.014233783144433932,6.173835652618708e-05
0.0,0.18709355956513504,1.0,0.043437864446491475,0.0025484266240987153
0.0,0.14522100217846093,1.0,0.02892500618987357,0.0007780958080869653
0.0,0.20120250723418848,1.0,0.03145604133390047,0.0008505749826469822
0.0,0.22663064164765057,1.0,0.03367113411885959,0.0012005704272448172
0.0,0.2288706189407913,1.0,0.03509128951758676,0.0018088893476701483
0.0,0.0594256657086618,1.0,0.032743965146357204,0.0014077214182691695
0.0,0.18951821176140787,1.0,0.034142581369651814,0.0010699492717731185
0.0,0.07223335303469541,1.0,0.03130633782561629,0.0017132898062394643
0.0,0.23839124808630727,1.0,0.03805640872887647,0.0018969031623208622
0.0,0.13776270185441344,1.0,0.03070640842355672,0.0009703626229544752
0.0,0.1231727094733042,1.0,0.03552810962251503,0.0021066367457913716
0.0,0.2197842657009069,1.0,0.03974991593758046,0.002212095256698096
0.0,0.16079056857137589,1.0,0.04174009667535415,0.002058883911872826
0.0,0.12601343557816555,1.0,0.03542892532261045,0.001883088767964651
0.0,0.048059080027835904,1.0,0.0347703142992242,0.0005227820170962355
0.0,0.21712916270112378,1.0,0.0337760180499983,0.0020256025279599948
0.0,0.15169420812242276,1.0,0.0349049080850542,0.0015732646333878027
0.0,0.24348712480436505,1.0,0.032551938694641805,0.0027509762107417656
0.0,0.005694239976719764,1.0,0.005694239976719764,0.0
0.0,0.02629559108495466,1.0,0.019823977359656117,0.000842635053993523
0.0,0.007200176299056179,1.0,0.007392757402917812,6.877638116944855e-05
0.0,0.011712730254502712,1.0,0.011648456774471964,1.8802506956303584e-05
0.0,0.19230849058880967,1.0,0.04505574685349151,0.0013730503864927102
0.0,0.008313810630871405,1.0,0.007895120502422505,3.3551533741709675e-05
0.0,0.07900734434736853,1.0,0.03637473782708762,0.0014759864530879158
0.0,0.022913244860889234,1.0,0.018438609433123768,0.00018538552338188312
0.0,0.22370154947963578,1.0,0.036984380824287934,0.0019149861255207637
0.0,0.1380914162156148,1.0,0.045195235845233224,0.002031722875624421
0.0,0.13136788431893784,1.0,0.034740414188185936,0.0010137583383949679
0.0,0.08221584853128641,1.0,0.026578559914402482,0.0014318160684370174
0.0,0.14741605542354713,1.0,0.037142248840750985,0.00222506493377012
0.0,0.20170107459710032,1.0,0.060895148059196866,0.0018947815855917176
0.0,0.13356413483816787,1.0,0.046297067516229376,0.0029394654778346417
0.0,0.23861401896753648,1.0,0.03246636877710317,0.0025054210491858475
0.0,0.24759962374239886,1.0,0.034871986618526245,0.0019042928694325992
0.0,0.10856607658794981,1.0,0.03764967114086713,0.0014877939756915272
0.0,0.03867319158657587,1.0,0.019071841838488965,0.00023068890651761507
0.0,0.017536448096483515,1.0,0.012692642520824018,7.244236786595286e-05
0.0,0.0553393707848195,1.0,0.028481348438423752,0.0021607458635486522
0.0,0.23149262793427652,1.0,0.038411063048711266,0.001878006006425431
0.0,0.19419546762329665,1.0,0.041340409500280825,0.0013497464153947988
0.0,0.04841950798141701,1.0,0.02902848713368228,0.000540909388512676
0.0,0.03672697394664572,1.0,0.02476684319165458,0.000823947455996638
0.0,0.16602918909041303,1.0,0.03485202328120956,0.0011479360243636027
0.0,0.24054918842057804,1.0,0.0388300032512983,0.002526050160711682
0.0,0.019876621020937794,1.0,0.01794529493236094,0.00017209828328007573
0.0,0.17435962434907867,1.0,0.040772610772847044,0.0018975371514091581
0.0,0.24461275518618644,1.0,0.03622949310591654,0.0029025753896274736
0.0,0.20252414370570698,1.0,0.03884088556658493,0.0027619351971307727
0.0,0.036327035300572894,1.0,0.02741746573409525,0.0007376300777069144
0.0,0.22906532364634508,1.0,0.03382720894104603,0.0024581867370570202
0.0,0.0022820673493627666,1.0,0.0022820673493627666,0.0
0.0,0.08743835446032391,1.0,0.03230115695956715,0.0010640212612833479
0.0,0.07379540314898486,1.0,0.03051272481748723,0.0005026915531125111
0.0,0.15664353967656125,1.0,0.05535590874754812,0.003712163284016923
0.0,0.10610268605591175,1.0,0.0460578072459253,0.0029373991037598447
0.0,0.10295308812663366,1.0,0.04148178508098362,0.001948059462015589
0.0,0.01900088896960599,1.0,0.017619226880890102,0.00014363263391287983
0.0,0.011987552279217014,1.0,0.012016998536661072,6.218479112118641e-06
0.0,0.16417604158254892,1.0,0.029843843416683398,0.0013202651073495279
0.0,0.018770461897437165,1.0,0.012529388527841332,0.00017160557732892
0.0,0.023154898792824667,1.0,0.01635933115300891,0.0005303974277575923
0.0,0.05210393741416125,1.0,0.03339690336802952,0.0009364072377178266
0.0,0.05799167832876316,1.0,0.029281627261770294,0.00036688570692793596
0.0,0.11715523408585284,1.0,0.036787128305348735,0.0012638816067450345
0.0,0.19017999848397307,1.0,0.04903801162211864,0.0019551859389865278
0.0,0.050449357895307655,1.0,0.022194770120047433,0.00020204792055510023
0.0,0.17638482354746338,1.0,0.05189532930289219,0.0009335572119024472
0.0,0.22365867853798993,1.0,0.03296499499761426,0.001349550594153764
0.0,0.011154257267691464,1.0,0.011154257267691464,0.0
0.0,0.17855375439236087,1.0,0.03510621472349587,0.0016859628657495986
0.0,0.20563472090776858,1.0,0.03296519243083058,0.002638889114799328
0.0,0.23566634737759415,1.0,0.03287210425308147,0.0026749215373627973
0.0,0.19414237162929765,1.0,0.033718920344226085,0.0013595922969768428
0.0,0.16764307604724257,1.0,0.04260326701092448,0.0019067911819410826
0.0,0.18677425043397475,1.0,0.04358648664319585,0.0018182966376672522
0.0,0.029070127147458342,1.0,0.0191435376113988,0.00036355610700585206
0.0,0.23342493720830793,1.0,0.031223289605829485,0.0016262983996241744
0.0,0.18336865600332686,1.0,0.04054741840624213,0.00210281142510136
0.0,0.01990091452194641,1.0,0.015562541199322294,0.00011664813290279784
0.0,0.18667355115057124,1.0,0.04306012583576272,0.0028611930014660484
