noise,iterations,zero_diff,explained_variance,opt_mean_diff,opt_std_diff
0.0,2862,0.2450807938268372,1.0,0.6630124674299906,0.0184765965524606
5.0251256281407036e-05,1406,0.3354359644551085,0.9995544960477554,0.6630124674299906,0.04895203163572221
0.00010050251256281407,2375,0.2803329943865661,0.8759208939752205,0.6630124674299906,0.015547967244320405
0.00015075376884422112,2217,0.7665135564702669,0.5437199825469703,0.6630124674299906,0.16700155929657648
0.00020100502512562814,2303,0.9609887562841533,0.451511921180795,0.6630124674299906,0.2104756967723041
0.0002512562814070352,875,0.5869548883692839,0.789053750910856,0.6630124674299906,0.06739594628101024
0.00030150753768844223,299,0.13629316176194137,1.0000567506998788,0.6630124674299906,0.008515872727406637
0.00035175879396984926,2507,0.3004059272411917,0.52137084875463,0.6630124674299906,0.0333264633767897
0.0004020100502512563,1029,0.8995106424694217,0.9116179239654384,0.6630124674299906,0.22497234703535393
0.0004522613065326633,635,0.616845301002942,0.9970315485795699,0.6630124674299906,0.10347032815362577
0.0005025125628140704,1870,0.5764675341016086,0.5223546491839607,0.6630124674299906,0.1292674494738178
0.0005527638190954774,2701,0.17764409629774663,0.4884901382059149,0.6630124674299906,0.05353132255811476
0.0006030150753768845,2612,0.24498369162019273,0.4770317485932232,0.6630124674299906,0.02342682887407293
0.0006532663316582914,1842,0.11007867806234298,0.4581545626912823,0.6630124674299906,0.014980229043924516
0.0007035175879396985,2468,0.561595300556754,0.4831179108838175,0.6630124674299906,0.19225143951022494
0.0007537688442211055,2193,0.7353422117649274,0.554036857142004,0.6630124674299906,0.1995321781356429
0.0008040201005025126,2562,0.10300138737859606,0.4779526669722329,0.6630124674299906,0.007701104943571448
0.0008542713567839197,776,0.5945733072938554,0.9507397898456679,0.6630124674299906,0.13256075905074458
0.0009045226130653266,2957,0.34789942275758345,0.4985787158654109,0.6630124674299906,0.08820496861704136
0.0009547738693467337,2746,0.9111461443181307,0.4263014725166659,0.6630124674299906,0.16399505248063323
0.0010050251256281408,2866,0.11159283458368335,0.39532553789480496,0.6630124674299906,0.007178009133153438
0.0010552763819095478,1596,1.0048297017145005,0.6190304721583072,0.6630124674299906,0.15197559824836437
0.0011055276381909548,1376,0.7799853156118403,0.5057823561660263,0.6630124674299906,0.22105069023271706
0.0011557788944723617,2800,0.2086986116313211,0.4945506285742271,0.6630124674299906,0.019255730231420822
0.001206030150753769,1326,0.5668523872728045,0.49091492731063235,0.6630124674299906,0.17372247129503876
0.001256281407035176,363,0.23328139036694587,0.9967204947122635,0.6630124674299906,0.007842534579876898
0.0013065326633165829,1399,0.6284257846761289,0.44691470855381543,0.6630124674299906,0.10601200910513751
0.00135678391959799,1581,0.3023904755822797,0.5746709738053024,0.6630124674299906,0.04183546704673214
0.001407035175879397,2499,0.5425289322988218,0.4582438664384552,0.6630124674299906,0.2406229802754772
0.001457286432160804,57,0.023034560080700414,0.9874681214200269,0.6630124674299906,0.0006101573951406118
0.001507537688442211,579,0.25794452563738046,0.9667542424362374,0.6630124674299906,0.03203163069997283
0.0015577889447236182,2025,0.4306384599115098,0.4446987398602044,0.6630124674299906,0.1712097878450512
0.0016080402010050252,920,0.3010199510330076,1.0012681293789436,0.6630124674299906,0.036763071051305427
0.0016582914572864321,2110,0.5899877503455756,0.4604273365285998,0.6630124674299906,0.09960345928358502
0.0017085427135678393,2091,0.4061954282937568,0.830452844002924,0.6630124674299906,0.09203913199787474
0.0017587939698492463,2404,0.9169579660778616,0.43221534266889383,0.6630124674299906,0.14230130220304874
0.0018090452261306533,1463,0.13300205516875802,0.519927711670707,0.6630124674299906,0.007356062836458758
0.0018592964824120603,1119,0.6848446969406273,0.6427262889418276,0.6630124674299906,0.1516353228645796
0.0019095477386934674,783,0.6494673858232651,0.5284392837799327,0.6630124674299906,0.05409050750102475
0.001959798994974874,81,0.02355010740552799,0.9895608171842658,0.6630124674299906,0.0033030234430868172
0.0020100502512562816,543,0.41065297317939986,0.9903478459361303,0.6630124674299906,0.05790669930285042
