noise,iterations,zero_diff,explained_variance,opt_mean_diff,opt_std_diff
0.0,2947,0.24244454462816883,1.0,1.1018233121339853,0.1828142456843731
0.00020408163265306123,2979,0.6966441513189626,0.8127355986535864,1.1018233121339853,0.14086136783700415
0.00040816326530612246,2913,0.7989863783840669,0.45325443342162186,1.1018233121339853,0.1677349199202835
0.0006122448979591836,2967,0.9983880018293712,0.47481251138382813,1.1018233121339853,0.10711842444891907
0.0008163265306122449,2950,0.9016718895150181,0.45643884878497304,1.1018233121339853,0.27327550906789183
0.0010204081632653062,2909,0.5801432888521239,0.42392750400244583,1.1018233121339853,0.13365064005187682
0.0012244897959183673,2901,0.16327939807131375,0.5110011059529693,1.1018233121339853,0.013098330548921124
0.0014285714285714286,2932,0.8076219115394363,0.4969442952242427,1.1018233121339853,0.14352264323998254
0.0016326530612244899,2927,0.23227963517067446,0.516480706513014,1.1018233121339853,0.045112952445571695
0.0018367346938775511,2923,0.595732437269051,0.4306252353434443,1.1018233121339853,0.18537035157032591
0.0020408163265306124,2981,0.513866741985137,0.48460831383124753,1.1018233121339853,0.1389287399036947
0.0022448979591836735,2965,0.7639179346483287,0.4538357542998393,1.1018233121339853,0.15886737636219872
0.0024489795918367346,2990,0.5060239300098106,0.4358138151775307,1.1018233121339853,0.11526884290991084
0.002653061224489796,2944,0.5561134695262143,0.43547657604284357,1.1018233121339853,0.09044040396700703
0.002857142857142857,2960,0.2771135537383615,0.46252357595954047,1.1018233121339853,0.039891048402412844
0.0030612244897959186,2992,0.6424118124200795,0.5077844435157441,1.1018233121339853,0.1968246747364153
0.0032653061224489797,2907,0.6878805482280871,0.5215648723365718,1.1018233121339853,0.08336137300888406
0.0034693877551020408,2936,0.42545727066594197,0.45084828522966464,1.1018233121339853,0.13115092436855566
0.0036734693877551023,2926,0.2577803446360512,0.48592431866264485,1.1018233121339853,0.03898536999412729
0.0038775510204081634,2995,0.8787797655829886,0.46368441166769564,1.1018233121339853,0.24079571475587408
0.004081632653061225,2907,0.7357782727470258,0.506253082325255,1.1018233121339853,0.15688227032224256
0.004285714285714286,2905,0.6034662208901508,0.4504029183959939,1.1018233121339853,0.10431363624059076
0.004489795918367347,2931,0.5828747851612376,0.4748017093055101,1.1018233121339853,0.17204913350618145
0.004693877551020408,2938,0.27336650849652827,0.4896065187684565,1.1018233121339853,0.05228966786683036
0.004897959183673469,2901,0.5144220931523584,0.489234024586722,1.1018233121339853,0.19359190504963827
0.005102040816326531,2962,0.14912891357311533,0.48315806733842287,1.1018233121339853,0.01397472852546346
0.005306122448979592,2957,0.6150410475164775,0.48955162310311556,1.1018233121339853,0.15091818243573554
0.005510204081632653,2988,0.2280909082105855,0.4999340949028704,1.1018233121339853,0.028133747024778104
0.005714285714285714,2980,0.6945670583858097,0.46583964377786347,1.1018233121339853,0.11352603681683508
0.005918367346938775,2939,0.19150889832268117,0.49451957194996526,1.1018233121339853,0.032371128464415984
0.006122448979591837,2949,0.14463544028376227,0.5131365411811494,1.1018233121339853,0.00934131210485817
0.006326530612244898,2968,0.43728941110570024,0.48833044986827034,1.1018233121339853,0.1622124063174431
0.006530612244897959,2992,0.5600960835067034,0.28883507111453566,1.1018233121339853,0.07432426098233677
0.0067346938775510205,2917,0.26766891521986247,0.5026318687466306,1.1018233121339853,0.09361153419435625
0.0069387755102040816,2980,0.6899190531973005,0.47004654070461155,1.1018233121339853,0.138951473952536
0.0071428571428571435,2978,0.7010515628562963,0.3804041514605357,1.1018233121339853,0.16902042951773744
0.007346938775510205,2901,0.20196422083002474,0.44079350813228885,1.1018233121339853,0.020966620689804885
0.007551020408163266,2990,0.671828804137108,0.5066690450303285,1.1018233121339853,0.1774701390849581
0.007755102040816327,2998,0.2634373451006729,0.5109602921658112,1.1018233121339853,0.01793237742990511
0.007959183673469388,2941,0.6798108373768467,0.45950291896651535,1.1018233121339853,0.07195858044279298
0.00816326530612245,2947,0.7602567100589493,0.4060000297758449,1.1018233121339853,0.07991507874802624
0.00836734693877551,2916,0.5191121591113859,0.5190420199008496,1.1018233121339853,0.12303500126310331
0.008571428571428572,2910,0.6409923254378678,0.33895897553466237,1.1018233121339853,0.09537537083522957
0.008775510204081634,2924,0.5589042124964653,0.4993170446591909,1.1018233121339853,0.10166616595084285
0.008979591836734694,2935,0.6252018793887557,0.4742114192920039,1.1018233121339853,0.17540777244153477
0.009183673469387756,2997,0.11916218447968821,0.46401375167742326,1.1018233121339853,0.02013684375210461
0.009387755102040816,2912,0.18766412777119992,0.6053913688958369,1.1018233121339853,0.014835348102040563
0.009591836734693878,2937,0.6035501728734947,0.43259046825282876,1.1018233121339853,0.12023204083807104
0.009795918367346938,2901,0.2776052743336044,0.4578150241256263,1.1018233121339853,0.026168566323365523
0.01,2944,0.7463445878716823,0.4811247978622788,1.1018233121339853,0.17015802534538732
