noise,iterations,zero_diff,explained_variance,opt_mean_diff,opt_std_diff
0.0,963,0.8824871858740021,1.0,0.11315472626493883,0.05689525587412353
5.0251256281407036e-05,273,0.1673845201053432,0.9999833858009494,0.11315472626493883,0.026908110371863345
0.00010050251256281407,395,0.2932751828340975,1.000125263142979,0.11315472626493883,0.035767522482494145
0.00015075376884422112,24,0.010119719408933664,1.0002276800478698,0.11315472626493883,0.0003510500405024972
0.00020100502512562814,735,0.12158328160647007,0.9979179316850799,0.11315472626493883,0.027612515515398294
0.0002512562814070352,502,0.31435393276360224,0.998532246607235,0.11315472626493883,0.07949894773834339
0.00030150753768844223,222,0.062319346393415284,0.9990469718485353,0.11315472626493883,0.013406261086484067
0.00035175879396984926,405,0.4694364176389361,1.0010039755228175,0.11315472626493883,0.1038615421369918
0.0004020100502512563,678,0.36895713823362863,0.9971661318917067,0.11315472626493883,0.05504016954580637
0.0004522613065326633,484,0.1821296957062037,0.9990866163384179,0.11315472626493883,0.018862069424072404
0.0005025125628140704,4,0.009796059392579529,0.9981037242057347,0.11315472626493883,0.00044293161916098033
0.0005527638190954774,329,0.3337366873430321,1.0021666420662656,0.11315472626493883,0.10614990403691914
0.0006030150753768845,874,0.5203312001460796,0.957659775626747,0.11315472626493883,0.14903902338554229
0.0006532663316582914,704,0.7622054011123752,0.9473054607390543,0.11315472626493883,0.15191627141586836
0.0007035175879396985,938,0.24777700019764853,0.47490949200972044,0.11315472626493883,0.03573193279595667
0.0007537688442211055,157,0.11346856348618915,0.9993688988434496,0.11315472626493883,0.004146339523630911
0.0008040201005025126,705,0.6802308160423394,0.9873913117896876,0.11315472626493883,0.13644899071615985
0.0008542713567839197,367,0.252403562405768,0.9985968340361362,0.11315472626493883,0.07174625789259942
0.0009045226130653266,857,0.8073438052937322,0.9051573836794431,0.11315472626493883,0.1804742102225761
0.0009547738693467337,368,0.4069857542771314,0.9979010294100104,0.11315472626493883,0.125541338114231
0.0010050251256281408,715,0.18096480636832704,0.9976346965459945,0.11315472626493883,0.012659096205954037
0.0010552763819095478,330,0.39921104749280345,0.9968643932383928,0.11315472626493883,0.08183944153406388
0.0011055276381909548,771,0.21614115456677124,0.7376019448329607,0.11315472626493883,0.019898767656248185
0.0011557788944723617,183,0.1864513502465434,1.000259299480822,0.11315472626493883,0.0251698478742867
