noise,zero_diff,explained_variance,opt_mean_diff,opt_std_diff
0.0,0.20567695292522956,1.0,0.046238010835736046,0.00606063523995373
0.005050505050505051,0.2122663712853302,0.9887359360045483,0.05568778389322918,0.006514129478303206
0.010101010101010102,0.21091182120566465,0.9507951233983962,0.05846072622494972,0.00864039708935451
0.015151515151515152,0.21457962690423507,0.9367333831780551,0.0709674204229646,0.008010584491730128
0.020202020202020204,0.19976772551173902,0.8835814277318355,0.06983344376546485,0.010376907225905485
0.025252525252525256,0.19966761725077967,0.7790293962140157,0.07148783354364356,0.004776760903250916
0.030303030303030304,0.18729175796624234,0.7604542481253996,0.07565305403109095,0.00492266494062236
0.03535353535353536,0.18468657064120284,0.6665636356684335,0.07218198712183252,0.004564972536574327
0.04040404040404041,0.1889366269571514,0.6891341352826256,0.08122813247645826,0.005732370010919151
0.045454545454545456,0.17309611487929727,0.6073224019293091,0.08015867307463811,0.009281759084220386
0.05050505050505051,0.17718554311395773,0.6175493909216657,0.08276331245426505,0.002493612874496782
0.05555555555555556,0.18146549438175072,0.5181872674804971,0.09204062154308879,0.0034746789522519094
0.06060606060606061,0.15512187013187656,0.5450561596811916,0.08846323046407321,0.0022594000744189323
0.06565656565656566,0.15063563793003587,0.460830141904176,0.0841929162747499,0.004024770245469616
0.07070707070707072,0.1391714618050081,0.45824094078103983,0.07340415535740633,0.003433319204245488
0.07575757575757576,0.14051020457763505,0.4183579700413404,0.08410135994914777,0.002266854469947713
0.08080808080808081,0.13328952027246474,0.42447549663170403,0.07762267630428824,0.0017816953077286614
0.08585858585858587,0.12932041856368606,0.38713989260184106,0.0828154567604437,0.001879551359096751
0.09090909090909091,0.13085028786114875,0.3486489716999175,0.08900337778008863,0.0033033710923289906
0.09595959595959597,0.12429694244843442,0.3574777372255381,0.08392284403386849,0.0015843204146469914
0.10101010101010102,0.12004156049742254,0.3396247136122307,0.0930605710542465,0.0020347752350011335
0.10606060606060606,0.12205699591192883,0.3149268400998044,0.09028761632470038,0.0012718631490797143
0.11111111111111112,0.11041966449145808,0.3052325825562079,0.0841552348117806,0.0025274611558713323
0.11616161616161617,0.10940702664985445,0.2905522725863462,0.08646864701492037,0.001606969094920793
0.12121212121212122,0.10663767089804811,0.24505182527578506,0.09082039520274464,0.0025469395020685844
0.12626262626262627,0.10344017505858767,0.2519344322594551,0.09405148857917127,0.001821675330552709
0.13131313131313133,0.09532838979294539,0.21976067312415729,0.07726739612316937,0.0019260138444285831
0.13636363636363638,0.09218683846176427,0.21901026797227302,0.07429243936745197,0.002085440119712487
0.14141414141414144,0.0855485338159331,0.20276449039015948,0.07601353954537533,0.0012569363789374885
0.14646464646464646,0.08719849693587155,0.17038253628816497,0.07676717476075168,0.0009336762107449071
0.15151515151515152,0.08121820055165543,0.18078090155397614,0.07422627897383072,0.00047288139982949056
0.15656565656565657,0.09269974650071205,0.16012865557933326,0.08479493757778901,0.0013390884109702901
0.16161616161616163,0.08558136561441707,0.17124250337520477,0.07819967883092106,0.0014914695326199655
