noise,zero_diff,explained_variance,opt_mean_diff,opt_std_diff
0.0,0.08244818526506993,1.0,0.11351910602253128,0.01592203297939675
0.0,0.11396377731281593,1.0,0.11351910602253128,0.009038521566289518
0.0,0.12624239887426061,1.0,0.11351910602253128,0.013659742909039365
0.0,0.1168086761850584,1.0,0.11351910602253128,0.01565166712234679
0.0,0.11860216021737292,1.0,0.11351910602253128,0.010437192595450156
0.0,0.19626870406289762,1.0,0.11351910602253128,0.019963870631382996
0.0,0.10705309499108996,1.0,0.11351910602253128,0.021952529177263456
0.0,0.11913592280293261,1.0,0.11351910602253128,0.012640356801836877
0.0,0.09706050911855613,1.0,0.11351910602253128,0.013900235234064038
0.0,0.0986967165405752,1.0,0.11351910602253128,0.01073387681817954
0.0,0.16428267561995294,1.0,0.11351910602253128,0.016029372345277376
0.0,0.12406019622876677,1.0,0.11351910602253128,0.015062159255325116
0.0,0.1347493870516455,1.0,0.11351910602253128,0.010000198751358658
0.0,0.12747667084926181,1.0,0.11351910602253128,0.01115403092362394
0.0,0.11764639138976109,1.0,0.11351910602253128,0.012749244317086465
0.0,0.15517246302375734,1.0,0.11351910602253128,0.016921672009045326
0.0,0.14567317767567992,1.0,0.11351910602253128,0.011289376157620481
0.0,0.13215438037365426,1.0,0.11351910602253128,0.013425219629348357
0.0,0.0899720857240091,1.0,0.11351910602253128,0.015742512491115367
0.0,0.13492168704265756,1.0,0.11351910602253128,0.012724718901851175
