zero_diff,explained_variance,opt_mean_diff,opt_std_diff
0.10671385598588128,1.0,0.11161119679821314,0.00891043009925282
0.12827942097971015,1.0000089066164919,0.10299235193564824,0.006850638458558796
0.08543252132858845,1.0000623999071496,0.0746711127534254,0.0071445238981727565
0.09679541325024049,0.9999888582878206,0.09575297837027923,0.004429619158240761
0.10602242990143598,1.0002283397210772,0.10075059260530853,0.009842282284185485
0.11890007815932044,0.9998323785956659,0.09642707932670402,0.006299554376944363
0.12289071089740243,1.0001155017097518,0.11688330999631538,0.012060802045279475
0.09963514613481131,0.9994644799200285,0.09750957363081521,0.006073651364698653
0.10780242831472521,0.999660250946589,0.10950326995844864,0.006535292958256837
0.15392429953495418,0.9996386440188307,0.12074377078295735,0.009501420736713123
0.08902813512636101,1.0016364263232085,0.09639529322919901,0.00922023799660713
0.1426845268342205,0.9997064334679991,0.125570665564737,0.012758586210545899
0.08751240668433231,0.9969892930211599,0.0799237319605526,0.008340947280755859
0.1046506864094454,1.0000233356795052,0.0902787710678121,0.007801730641043477
0.17779438580259385,0.998716627697081,0.09234171254478993,0.0064973392243414425
0.15257708186915567,0.9989510686634379,0.10332644120795989,0.013409277469527189
0.11482364010873657,0.9980812707992441,0.10026262296271962,0.006238106693502736
0.08746099806592195,0.9986006213917549,0.08884598583052974,0.005828872829185496
0.08293196559849168,1.003763825811551,0.08666390391337206,0.006395924940151506
0.10241575570974157,0.9993883403051043,0.10214291612073226,0.009692546308244065
0.22825202269719239,0.9998129316306336,0.22074934101111104,0.037317377148516954
0.12976992180777552,0.9968064552966672,0.11918723422273791,0.012058889134053799
0.10172118125464437,0.9912744716341952,0.11139938708751493,0.0069677904247468616
0.13259527506190238,0.9974454471793441,0.12364754533107825,0.006244308408045416
0.1345256239943479,0.9986014059125549,0.1419215412747928,0.011394928158785185
0.08251356156656418,0.9946885403519736,0.08259143635198828,0.0033498087229651943
0.07860091431941771,0.9881513527006385,0.08022917206801296,0.0036918998164046112
0.10403712123612735,0.9955733833848789,0.104202235246549,0.0069060283541743485
0.11982399365551678,0.9271147710367533,0.11926190314780141,0.01762994388138278
0.10109938141508681,0.9912509953112721,0.09932213673716801,0.013166839031487854
0.10068234903953455,0.9775721825318714,0.11500326639866051,0.012962603171813754
0.14172956767744357,1.0000968547051994,0.09061694709745957,0.005672380701009799
0.10546388771122217,0.9995596808467366,0.08144468950140962,0.007291304817309631
0.06938572900646545,0.958137130432995,0.06893482832418561,0.0021685770223782643
0.11500176702895215,1.0049493557937157,0.11364307562594833,0.008780322083190536
0.10661654909721889,0.9760830962313277,0.09958628533898976,0.007516219911234489
0.06691894263997832,0.9746093596450677,0.07379790333087828,0.005123168557631035
0.07533004296324036,0.9540429112679926,0.07951796315563649,0.006024993116533385
0.09866966441220901,0.9815488592507197,0.09190348416698106,0.006408230297415772
0.10631523956172818,0.9687909450657951,0.11355496883984897,0.008062492067643761
0.08267615053601103,0.9365010069128302,0.08012315837812205,0.0047928597014501705
0.0816414190372897,0.9161651202257326,0.06312103440488763,0.004312364784609516
0.10907976191162308,0.9627022189966398,0.1092642885710724,0.008776063585975422
0.09359607714358135,0.9110147460358576,0.08089484412273165,0.006177016241026041
0.12672313226885704,0.9348036901049303,0.13339507442852175,0.010733748475156235
0.10075353245261257,1.0042341714427931,0.09704586588214585,0.009161399901676009
0.10288750648390241,0.9893835542545191,0.10077412101943155,0.008150275800427067
0.09030845666524759,0.9168817521277142,0.09532113641177434,0.004860262280113611
0.11471112446448162,0.8869152502456635,0.12073033169606065,0.008753296208209263
0.09610132466718416,0.9433757222088075,0.09318389209998505,0.006786766847123897
0.11718735915486107,0.9216388972511861,0.11253889265389908,0.011343735569926416
0.08337042414601067,0.885231273716767,0.08852601085098354,0.006006785063515225
0.07026583074166207,0.8790413888087034,0.07270236470705367,0.0022656443836953115
0.08600196826015584,0.9337137955733176,0.08745537349237954,0.0022758295532547975
0.11688936434910638,0.9252074858520764,0.11862287898007147,0.010900728885172791
0.11832375934651575,0.9211949746017489,0.10903306101341019,0.005989881099299824
0.09830550886066394,0.8530745679603261,0.09044981311376002,0.00455920494806667
0.09069993727447218,0.9593280795793913,0.09211620443110069,0.0043048929991868256
0.12057377501486063,0.990251708278897,0.1165493469336439,0.014694806217246592
0.08830157899525186,0.8942620648994848,0.08947005861075584,0.005728074838535929
0.11296461652476507,0.939985730558623,0.11051805824316893,0.007506054102881533
0.08198952194053064,0.891078908151522,0.08333918819441428,0.005690327659285589
0.09943375481770714,0.8639688426754456,0.10277959043152521,0.005506540587635357
0.127750964391159,0.8996916415363866,0.11871765882652767,0.006063370339104773
0.138712223046284,0.8518511264289638,0.13933875126200865,0.02378520656634459
0.08604729599053129,0.8187691399705173,0.0867987359535508,0.0019807989114556455
0.11380878156361163,0.8207391735538567,0.12417023265032393,0.009662983041378635
0.09225963885937737,0.8225986326289827,0.09467072019184783,0.00425362112125975
0.08187682406297359,0.6172551447492304,0.08307952207736223,0.002541181055873724
0.09053801414292804,0.8373874306111683,0.09080065764396014,0.0015143776835181122
0.128176135772028,0.9374381948626809,0.1318844327011158,0.010009073759992082
0.08773162781008728,0.7800203484702433,0.09153875357755831,0.006275184977929142
0.13228875145518817,0.9618923051742299,0.11548846495477819,0.010171561575290632
0.10303123965257326,0.8426380393876576,0.1068846934960858,0.003910754025038874
0.11210601429607236,0.8586738586044025,0.11154991783022443,0.007876993972408661
0.10300518075185046,0.9215804426995454,0.10703160184148555,0.012067308776149524
0.09537657393580772,0.71375337517995,0.10414220516383947,0.009792339643871774
0.09020825398032149,0.9048691354407685,0.09092065344162717,0.0028946005435770638
0.08174766596203709,0.4898678695630879,0.0850767381653594,0.002693918291285071
0.08582687821997254,0.3952662556281813,0.08720663032389298,0.005186017182061652
0.10022407280095061,0.7226247790219421,0.10392250864184993,0.0031031731689637088
0.11111483569210832,0.5904692299843078,0.11582633682881442,0.006821125005706163
0.11319423220510692,0.8234952770377737,0.11057312913882926,0.005747102693472387
0.0862760035151743,0.36825583520789046,0.08843184403293533,0.002376425375127955
0.08936416846271322,0.6993417935930599,0.09133818766451515,0.002869824314682939
0.10489282852039919,0.7916308234168908,0.10897225730047304,0.011833451443684103
0.09694738801399158,0.6074227135351344,0.0983455583348823,0.001148581099807621
0.1088189595530637,0.7368878233390137,0.11143516432656045,0.004178134226359082
0.08312682139602251,0.650778562928474,0.08283482974249669,0.0016493039553552202
0.11966021659677689,0.6830493472936965,0.12182036791506272,0.0032107649306279667
0.08511604316269929,0.571383142234682,0.08800660412049284,0.0026474820524362195
0.13188156605009996,0.7941897700025085,0.14057049294050714,0.00867649592049429
0.09960734172946648,0.3954957210618121,0.1033328034368189,0.007708481020385057
0.09196740476251133,0.5005181883661645,0.09265973367259077,0.0036555455907781496
0.11035264627683355,0.6195792593508429,0.12090969837199092,0.013677036014957457
0.09651567023829541,0.6038720526659416,0.10461696874470032,0.0039020759169354235
0.10861395485199717,0.9113065008249392,0.1082436047830492,0.008505855785368735
0.10961999020744982,0.6384709940895721,0.10840036226418234,0.003770459252612658
0.11271742322090791,0.8091596793564062,0.11686132530053803,0.008015939262588182
0.09466758485811112,0.5213571151013378,0.09483451817214908,0.0017207703851636583
