Model,Key,Zero Difference,Scaled Optimized Difference,Raw Optimized Difference,Optimized Better,Optimized Params
transform_deffuant,lrscale,0.1496744186046512,30.532005028847504,4.719534520131688,False,"{'mu': np.float64(0.22172875668000408), 'epsilon': np.float64(0.5859713282252886), 'interactions': 448, 'alpha': np.float64(3.8020377293353818)}"
transform_deffuant,imwbcnt,0.34837861524978087,11.927042558705649,4.503505185876858,False,"{'mu': np.float64(0.06440628165997414), 'epsilon': np.float64(0.40209061140409597), 'interactions': 313, 'alpha': np.float64(0.4097953573781913)}"
transform_deffuant,trstun,0.13321033210332103,32.916894458615495,4.518080774745458,False,"{'mu': np.float64(0.3749049484709765), 'epsilon': np.float64(0.5461350156978636), 'interactions': 561, 'alpha': np.float64(2.5209641351941996)}"
transform_deffuant,pplfair,0.1320836965998256,40.95115254110017,5.541063304251678,False,"{'mu': np.float64(0.3883315936494829), 'epsilon': np.float64(0.1952368448312188), 'interactions': 626, 'alpha': np.float64(3.9891837327675157)}"
transform_deffuant,rlgdgr,0.16742358078602623,14.547206305057372,2.6029689508117895,False,"{'mu': np.float64(0.15042687874974112), 'epsilon': np.float64(0.33738927199321667), 'interactions': 333, 'alpha': np.float64(2.6237285485769894)}"
transform_deffuant,happy,0.19910956252419668,35.21649736456128,7.211050946416518,False,"{'mu': np.float64(0.3313534967760199), 'epsilon': np.float64(0.13393765556363996), 'interactions': 457, 'alpha': np.float64(0.005892685938597957)}"
transform_deffuant,imprich,0.18839050131926124,29.576095888233695,5.760246032770148,False,"{'mu': np.float64(0.01915512651329683), 'epsilon': np.float64(0.7703573778876321), 'interactions': 431, 'alpha': np.float64(2.3633668150854374)}"
transform_deffuant,impdiff,0.15675198587819947,16.666663586232865,2.769284600984075,False,"{'mu': np.float64(0.12435850341573117), 'epsilon': np.float64(0.3840514420057879), 'interactions': 520, 'alpha': np.float64(3.727318434391131)}"
transform_deffuant,ipmodst,0.13145374449339203,16.723856408812303,2.3298672918015813,False,"{'mu': np.float64(0.29779193701607287), 'epsilon': np.float64(0.8602550058938562), 'interactions': 484, 'alpha': np.float64(1.9955044098276864)}"
