Model,Key,Run,Zero Difference,Raw Optimized Difference,Scaled Optimized Difference,Optimized Better,Optimized Params
deffuant,imwbcnt,0,0.34837861524978087,0.34924617063878205,-0.0024902659090574883,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,1,0.34837861524978087,0.3490476464844965,-0.001920414185686856,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,2,0.34837861524978087,0.3490334421557651,-0.0018796415087497,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,3,0.34837861524978087,0.34947377597938206,-0.0031435934401885927,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,4,0.34837861524978087,0.3495777444560075,-0.0034420287403888424,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,5,0.34837861524978087,0.35033061487503364,-0.005603098295379667,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,6,0.34837861524978087,0.35026409004356385,-0.005412142741399705,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,7,0.34837861524978087,0.34968688227367145,-0.003755302325180273,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,8,0.34837861524978087,0.3490985801991572,-0.0020666163704110138,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,9,0.34837861524978087,0.3493261138336844,-0.002719738073544466,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,10,0.34837861524978087,0.3502295304290574,-0.00531294143284161,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,11,0.34837861524978087,0.3505519709553877,-0.006238487698358247,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,12,0.34837861524978087,0.3489887222355232,-0.00175127564964022,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,13,0.34837861524978087,0.34977096922167056,-0.003996668885348779,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,14,0.34837861524978087,0.350448480177721,-0.00594142360447725,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,15,0.34837861524978087,0.35040632019763707,-0.005820405900638808,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,16,0.34837861524978087,0.34976774285804657,-0.003987407801336277,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,17,0.34837861524978087,0.34889474235951706,-0.0014815120307144689,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,18,0.34837861524978087,0.3489807162645807,-0.0017282949883940337,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,19,0.34837861524978087,0.34952462618237795,-0.003289555909668616,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,20,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,21,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,22,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,23,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,24,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,25,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,26,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,27,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,28,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,29,0.34837861524978087,0.34837861524978087,0.0,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
deffuant,imwbcnt,30,0.34837861524978087,0.34896862441912924,-0.0016935860684943183,False,"{'mu': 0.20093439826461706, 'epsilon': 0.9494421762404631, 'interactions': 6}"
